timestamp,flare_prob,target
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_01.00.00.jpg,0.8063862323760986,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_02.00.00.jpg,0.7805512547492981,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_05.00.00.jpg,0.8196422457695007,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_06.00.00.jpg,0.8516727685928345,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_07.00.00.jpg,0.8580012917518616,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_08.00.00.jpg,0.8769954442977905,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_09.00.00.jpg,0.8603456020355225,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_15.00.00.jpg,0.8248366713523865,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_16.00.00.jpg,0.8007375001907349,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_17.00.00.jpg,0.825893223285675,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_18.00.00.jpg,0.7738686800003052,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_20.00.00.jpg,0.79888916015625,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_21.00.00.jpg,0.7619256377220154,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_22.00.00.jpg,0.7248474359512329,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/29/HMI.m2011.04.29_23.00.00.jpg,0.739348828792572,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_02.00.00.jpg,0.7432405352592468,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_04.00.00.jpg,0.7169960141181946,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_12.00.00.jpg,0.7410734295845032,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_13.00.00.jpg,0.7023824453353882,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_14.00.00.jpg,0.6774379014968872,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_17.00.00.jpg,0.7169793844223022,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_22.00.00.jpg,0.6729416251182556,0
/scratch/cpandey1/hmi_jpgs_512/2011/04/30/HMI.m2011.04.30_23.00.00.jpg,0.6862038969993591,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_00.00.00.jpg,0.6914122700691223,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_02.00.00.jpg,0.7055100202560425,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_06.00.00.jpg,0.6382040977478027,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_08.00.00.jpg,0.5872668623924255,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_09.00.00.jpg,0.6162477135658264,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_10.00.00.jpg,0.583926796913147,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_14.00.00.jpg,0.5311154723167419,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_18.00.00.jpg,0.42269614338874817,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_19.00.00.jpg,0.4624590575695038,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/01/HMI.m2011.05.01_20.00.00.jpg,0.32887136936187744,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_04.00.00.jpg,0.28749972581863403,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_05.00.00.jpg,0.23636741936206818,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_06.00.00.jpg,0.23855865001678467,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_10.00.00.jpg,0.2169477939605713,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_11.00.00.jpg,0.24652992188930511,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_12.00.00.jpg,0.2666293680667877,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_13.00.00.jpg,0.320725679397583,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_14.00.00.jpg,0.31335267424583435,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_15.00.00.jpg,0.299398273229599,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_16.00.00.jpg,0.2866854667663574,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_17.00.00.jpg,0.30034083127975464,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_18.00.00.jpg,0.325204074382782,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_19.00.00.jpg,0.3292640149593353,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_20.00.00.jpg,0.35407888889312744,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_21.00.00.jpg,0.4532690644264221,0
/scratch/cpandey1/hmi_jpgs_512/2011/05/02/HMI.m2011.05.02_22.00.00.jpg,0.3703885078430176,0
